NoUrut,IdData,Data,Data Inggris,Label,HasilSegmen,DataAsliOptimal,DataAsliGreedy,DataEditOptimal,DataEditGreedy
2967,187,Cedera otot ini bisa terjadi ketika Anda melakukan suatu gerakan atau berada pada posisi tertentu yang sedemikian rupa hingga menyakiti otot Anda,This muscle injury can occur when you perform a movement or are in a certain position in such a way that it hurts your muscles,F3,1,2,2,1,1
2968,187,"Kondisi ini tidak berbahaya dan umumnya dapat membaik dengan sendirinya seiring berjalannya waktu, kurang lebih sekitar seminggu","This condition is harmless and generally gets better on its own over time, in about a week",F3,2,3,4,2,2
2969,187,"Kemungkinan lain yang juga bisa terjadi adalah adanya cedera pada saraf, saraf terjepit, dan gangguan pencernaan","Other possibilities that can also occur are nerve injury, pinched nerves, and digestive disorders",F3,2,3,4,2,2
2970,187,"Untuk bisa memastikan hal ini, saran kami sebaiknya Anda periksakan diri Anda pada dokter umum terlebih dahulu untuk dilakukan penggalian riwayat dan pemeriksaan fisik yang diperlukan pada kondisi Anda","To be able to confirm this, our advice is that you check with your general practitioner first to take a history and physical examination needed for your condition",F5,2,3,4,2,2
2971,187,Penanganan yang akan Anda terima nanti tergantung dari hasil pemeriksaan ini,The treatment you will receive will depend on the results of this examination,F5,3,3,4,3,3
2972,187,"Sementara itu, tidak perlu cemas berlebihan, cukup kompres atau tempelkan koyo hangat pada area yang nyeri, boleh mengonsumsi obat pereda nyeri yang dijual bebas dengan membaca aturan pakai yang tertera, dan segera periksakan ke dokter","Meanwhile, you don't need to worry too much, just compress or apply a warm patch to the painful area, you can take over - the - counter pain relievers by reading the instructions listed, and immediately consult a doctor",F5,3,3,2,3,3
2973,187,"Sekian, semoga menjawab pertanyaan Anda","That's all, hope it answers your question",F1,3,3,2,3,3
2974,188,Halo,Hello,F1,0,1,1,0,0
2975,188,"Tes darah perlu dilakukan secara rutin oleh ibu hamil, hal ini bertujuan untuk mengetahui apakah janin dalam kandungan memiliki kelainan serta apakah ibu hamil mengalami infeksi atau penyakit tertentu","Blood tests need to be carried out routinely by pregnant women, this aims to find out whether the fetus in the womb has abnormalities and whether the pregnant woman has certain infections or diseases",F3,1,4,4,1,1
2976,188,"Terdapat beberapa tes darah yang diperlukan, seperti: Tes darah lengkap, diperlukan untuk mengetahui apakah hemoglobin dalam sel darah merah Ibu normal atau terlalu sedikit","There are several blood tests that are needed, such as: Complete blood test, is needed to find out whether the hemoglobin in the mother's red blood cells is normal or too little",F3,1,4,4,1,1
2977,188,"Tes golongan darah, antibodi, dan faktor resus","Blood type, antibody and rhesus factor tests",F3,1,4,4,1,1
2978,188,Tes imunitas terhadap rubella atau campak jerman,Immunity test against rubella or german measles,F3,1,4,4,1,1
2979,188,"Tes HIV, karena infeksi HIV pada Ibu hamil bisa menembus ke janin selama kehamilan, saat melahirkan, atau selama menyusui","HIV test, because HIV infection in pregnant women can penetrate to the fetus during pregnancy, during childbirth, or during breastfeeding",F3,2,2,3,2,2
2980,188,"Bila ternyata Ibu positif HIV, penanganan medis akan dilakukan untuk mengurangi risiko penularan HIV kepada bayi","If it turns out that the mother is HIV positive, medical treatment will be carried out to reduce the risk of transmitting HIV to the baby",F3,2,2,3,2,2
2981,188,Tes sifilis,Syphilis test,F3,3,5,3,3,2
2982,188,Tes hepatitis B dan C,Hepatitis B and C tests,F3,3,5,4,3,3
2983,188,Tes tekanan darah,Blood pressure test,F3,3,5,4,3,3
2984,188,"Karena itu, Anda dianjurkan untuk melakukan pemeriksaan yang rutin saat kehamilan untuk selalu memastikan kesehatan Anda dan janin Anda","Therefore, it is recommended that you have regular checkups during pregnancy to always ensure the health of you and your fetus",F5,3,5,4,3,3
2985,188,"Dalam pemeriksaan dokter akan melakukan pemeriksaan fisik, wawancara medis, melihat rekam medis, dan bila perlu akan dilakukan pemeriksaan medis penunjang, seperti USG, tes darah, tes urin","During the examination, the doctor will perform a physical examination, medical interview, view medical records, and if necessary, supporting medical examinations will be carried out, such as ultrasound, blood tests, urine tests",F5,3,5,4,3,4
2986,188,"Sementara itu, ada beberapa tips yang bisa Anda lakukan, seperti: Jaga pola makan, hindari makanan kurang matang / mentah, konsumsi makanan sehat dan bergizi","Meanwhile, there are some tips that you can do, such as: Take care of your diet, avoid undercooked / raw foods, consume healthy and nutritious foods",F5,4,2,2,4,4
2987,188,"Hindari minuman berkafein (teh / kopi), beralkohol Istirahat yang cukup","Avoid caffeinated drinks (tea / coffee), alcoholic Get enough rest",F5,4,2,2,4,5
2988,188,Hindari stres berlebih,Avoid excessive stress,F5,5,4,4,5,5
2989,188,Jangan menahan keinginan untuk BAK,Don't hold back the urge to BAK,F5,5,4,4,5,5
2990,188,Hindari merokok dan paparan asap rokok,Avoid smoking and exposure to secondhand smoke,F5,5,4,4,5,5
2991,188,"Semoga membantu, dr Theresia","Hope it helps, Dr Theresia",F1,5,4,4,5,5
2992,189,"Salam Alodokter, terima kasih sudah bertanya di Alodokter","Greetings Alodokter, thank you for asking on Alodokter",F1,0,2,2,0,0
2993,189,"Adanya riwayat terlambat haid yang Anda alami (dengan siklus 35 hari) dimana di hari ke 12 Anda melakukan hubungan intim dengan kondom, maka keluhan terlambat haid ini tidak disebabkan oleh penggunaan kondom yang digunakan saat hubungan, namun terlambat haid ini dapat berkaitan dengan pengaruh hormonal kewanitaan yang mungkin tidak seimbang sehingga memicu keluhan terlambat haid","There is a history of late menstruation that you experience (with a cycle of 35 days) where on day 12 you have sex with a condom, then this complaint of late menstruation is not caused by the use of condoms used during intercourse, but late menstruation can be related to the influence of female hormones which may be unbalanced so that it triggers complaints of late menstruation",F4,0,2,2,0,0
2994,189,"Pada saat gangguan keseimbangan hormonal kewanitaan muncul, maka terkadang penebalan dinding rahim tidak berjalan optimal dan peluruhan dinding rahim saat siklus haid juga tidak berjalan seperti biasanya, sehingga keluhan terlambat haid dapat terjadi","When a female hormonal balance disorder appears, sometimes the thickening of the uterine wall does not run optimally and the uterine lining sheds during the menstrual cycle also does not run as usual, so that complaints of late menstruation can occur",F3,1,1,1,1,1
2995,189,"Namun, pada umumnya, seorang wanita tidak haid dalam satu waktu merupakan suatu kondisi yang wajar, dimana dalam setahun, rata - rata wanita dapat menjalani masa haid berkisar 9 - 13 kali pertahun","However, in general, a woman does not menstruate at one time is a natural condition, where in a year, the average woman can undergo menstrual periods ranging from 9 - 13 times per year",F3,2,3,3,2,2
2996,189,"Oleh karena itu, selama keluhan terlambat haid tidak berulang, maka sebaiknya Anda tetap menunggu siklus haid berikutnya untuk evaluasi, apakah siklus haid berikutnya muncul atau tidak","Therefore, as long as the complaints of late menstruation do not recur, then you should still wait for the next menstrual cycle for evaluation, whether the next menstrual cycle appears or not",F5,2,3,3,2,2
2997,189,"Bila tetap tidak muncul pada siklus haid berikutnya, maka perlu dilakukan evaluasi lebih jauh","If it still doesn't appear in the next menstrual cycle, further evaluation needs to be done",F5,2,3,3,2,2
2998,189,"Sedangkan keluhan nyeri payudara yang Anda alami, kemungkinan merupakan repson dari sistem hormonal di masa menjelang haid atau selama haid","Meanwhile, the complaints of breast pain that you are experiencing may be a response from the hormonal system in the period leading up to your period or during your period",F4,3,1,3,3,3
2999,189,Biasanya keluhan ini akan mereda setelah beberapa hari berlangsung dan jaringan payudara kembali lebih longgar dibandingkan masa menjelang haid atau selama masa haid,Usually this complaint will subside after a few days and the breast tissue will return to being looser than the period before menstruation or during menstruation,F3,4,3,3,4,3
3000,189,"Bila dalam satu siklus haid berikutnya Anda tidak menemui haid, maka perlu dipertimbangkan kemungkinan kehamilan, sehingga bila di siklus haid berikutnya saat Anda terlambat haid, Anda dapat melakukan pemeriksaan mandiri tes kehamilan yang dapat dilakukan di pagi hari saat bangun tidur","If in the next menstrual cycle you do not have a period, it is necessary to consider the possibility of pregnancy, so that if in the next menstrual cycle when you are late for your period, you can do an independent pregnancy test which can be done in the morning when you wake up",F5,4,3,3,4,3
3001,189,"Bilapun saat hari ke 12 siklus haid, Anda masih belum masuk masa subur dan Anda berhubungan dengan menggunakan kondom, maka kemungkinan kehamilan tetap perlu dipertimbangkan, sampai ada bukti bahwa terlambat haid dalam dua siklus haid bukan merupakan kehamilan","Even if on day 12 of your menstrual cycle, you are still not fertile and you have intercourse using a condom, then the possibility of pregnancy still needs to be considered, until there is evidence that a missed period in two menstrual cycles is not a pregnancy",F3,4,3,1,4,4
3002,189,"Dengan demikian, bila memang satu siklus haid berikutnya ternyata Anda belum haid dan hasil tes ternyata positif, maka keluhan nyeri payudara yang Anda rasakan dapat menjadi salah satu tanda kehamilan","Thus, if it turns out that one next menstrual cycle it turns out that you have not had your period and the test results are positive, then the complaints of breast pain that you feel can be a sign of pregnancy",F3,5,7,6,5,4
3003,189,Beberapa gejala dan tanda kehamilan yang dapat terjadi selain terlambat haid dan nyeri payudara adalah: Payudara tampak membesar,Some of the symptoms and signs of pregnancy that can occur in addition to late menstruation and breast pain are: Breasts appear enlarged,F3,5,7,6,5,4
3004,189,Sering kencing,Frequent urination,F3,5,7,6,5,5
3005,189,Sakit pinggang,Back pain,F3,5,7,6,5,5
3006,189,Hasil tes kehamilan positif,Positive pregnancy test result,F3,5,7,6,5,5
3007,189,Dipastikan dengan hasil pemeriksaan dokter kandungan menyatakan adanya kantung janin dan janin yang sedang tumbuh dalam rahim,Confirmed by the results of the obstetrician's examination stating the presence of a fetal sac and a growing fetus in the uterus,F3,5,7,6,5,5
3008,189,"Bila semua tanda atau gejala kehamilan tidak ditemui,maka langkah terbaik adalah melakukan evaluasi dalam satu siklus haid berikutnya","If all signs or symptoms of pregnancy are not found, then the best step is to evaluate it in the next menstrual cycle",F3,5,7,5,5,5
3009,189,"Selain karena gangguan keseimbangan hormonal kewanitaan dan kemungkinan kehamilan, beberapa kondisi lain juga dapat memicu keluhan terlambat haid, seperti: Penggunaan KB hormonal","Apart from disturbances in female hormonal balance and the possibility of pregnancy, several other conditions can also trigger complaints of late menstruation, such as: Use of hormonal family planning",F3,6,4,5,6,5
3010,189,Stres atau kecemasan berlebih,Excessive stress or anxiety,F3,6,4,5,6,6
3011,189,Kista ovarium,Ovarian cyst,F3,6,4,5,6,6
3012,189,Gangguan stimulasi otak terhadap regulasi hormonal kewanitaan,Disorders of brain stimulation of female hormonal regulation,F3,6,4,5,6,6
3013,189,Gangguan tiroid,Thyroid disorders,F3,7,4,4,7,6
3014,189,Kencing manis,Diabetes,F3,7,4,4,7,6
3015,189,"Bila satu siklus haid berikutnya Anda tidak juga haid, maka sebaiknya Anda mempertimbangkan untuk melakukan konsultasi dan pemeriksaan langsung ke dokter kandungan Anda","If you don't have a period in the next menstrual cycle, then you should consider consulting and checking directly with your gynecologist",F5,7,4,4,7,7
3016,189,"Dokter akan melakukan wawancara berkaitan dengan keluhan ini, dan selanjutnya merencanakan pemeriksaan untuk memastikan penyebab keluhan ini","The doctor will conduct an interview regarding this complaint, and then plan an examination to determine the cause of this complaint",F5,7,4,4,7,7
3017,189,Hasil pemeriksaan akan memastikan penyebabnya dan menentukan langkah penanganan yang akan diberikan,The results of the examination will determine the cause and determine the treatment steps that will be given,F5,8,7,7,8,7
3018,189,"Selama masa evaluasi, beberapa hal perlu Anda usahakan, seperti: Tidur yang cukup","During the evaluation period, you need to work on several things, such as: Get enough sleep",F5,8,7,7,8,7
3019,189,Idealkan berat badan,Ideal weight,F5,8,7,7,8,8
3020,189,Hindari stres,Avoid stress,F5,8,7,7,8,8
3021,189,Cukupi kebutuhan gizi sehat Anda,Meet your healthy nutritional needs,F5,8,7,7,8,8
3022,189,Demikian informasi yang bisa kami sampaikan,That's the information we can convey,F1,8,7,7,8,8
3023,189,terima kasih,Thank you,F1,8,7,7,8,8
3024,190,Halo Resti,Hello Resti,F1,0,8,8,0,0
3025,190,terima kasih atas pertanyaan Anda,Thank you for your question,F1,0,8,8,0,0
3026,190,"Sekedar informasi untuk Anda, kebanyakan wanita memang memiliki rahim yang menekuk ke arah depan dimana dalam bahasa medis disebut sebagai antefleksi","Just for your information, most women do have a uterus that bends forward which in medical language is called anteflexion",F3,0,8,8,0,0
3027,190,"Namun, sekitar 30% wanita terlahir dengan posisi rahim yang terbalik, yakni menekuk arah belakang, atau yang dalam masa medis disebut dengan rahim Retrofleksi","However, about 30% of women are born with an inverted uterus position, which is bent backwards, or what in medical terms is called a retroflexed uterus",F3,0,8,8,0,0
3028,190,"Kondisi ini hanyalah merupakan variasi anatomis yang tidak mempengaruhi kesuburan seseorang, dan hal ini tidak dapat di obati","This condition is simply an anatomical variation that does not affect a person's fertility, and it cannot be cured",F4,0,8,8,0,0
3029,190,"Selama seorang wanita mampu menghasilkan sel telur yang berkualitas disetiap siklus menstruasinya, maka kemungkinan untuk hamil akan tetap ada","As long as a woman is able to produce quality eggs in each menstrual cycle, then the possibility of getting pregnant will still exist",F4,0,8,8,0,0
3030,190,Klik artikel di bawah ini yang sesuai dengan pertanyaan Anda : RAHIM RETROFLEKSI,Click the article below that corresponds to your question: RETROFLEXITION RAHIM,F5,0,8,8,0,0
3031,190,"Demikian penjelasan yang dapat kami sampaikan, semoga bermanfaat","That's the explanation that we can convey, hopefully it's useful",F1,0,8,8,0,0
